"Matrícula";"Instituição";"Sexo";"Curso";"Turno";"Turma Atual";"Per. Let. Ingresso"
"20132ENGM031";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2013/2"
"20182ENGM039";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2018/2"
"20182ENGM024";"Campus Cachoeiro de Itapemirim";"F";"Engenharia de Minas";"Integral";;"2018/2"
"20192ENGM030";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2019/2"
"20202ENGM025";"Campus Cachoeiro de Itapemirim";"F";"Engenharia de Minas";"Integral";"20202.ENGM.1";"2020/2"
"20182ENGM008";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2018/2"
"20182ENGM030";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2018/2"
"20172ENGM031";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2017/2"
"20152ENGM028";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2015/2"
"20202ENGM008";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";"20202.ENGM.1";"2020/2"
"20172ENGM030";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2017/2"
"20192ENGM004";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2019/2"
"20132ENGM014";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2013/2"
"20182ENGM014";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2018/2"
"20202ENGM009";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";"20202.ENGM.1";"2020/2"
"20192ENGM022";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2019/2"
"20132ENGM021";"Campus Cachoeiro de Itapemirim";"F";"Engenharia de Minas";"Integral";;"2013/2"
"20202ENGM010";"Campus Cachoeiro de Itapemirim";"F";"Engenharia de Minas";"Integral";"20202.ENGM.1";"2020/2"
"20172ENGM027";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2017/2"
"20192ENGM018";"Campus Cachoeiro de Itapemirim";"F";"Engenharia de Minas";"Integral";;"2019/2"
"20192ENGM001";"Campus Cachoeiro de Itapemirim";"F";"Engenharia de Minas";"Integral";;"2019/2"
"20202ENGM031";"Campus Cachoeiro de Itapemirim";"F";"Engenharia de Minas";"Integral";;"2020/2"
"20142ENGM020";"Campus Cachoeiro de Itapemirim";"F";"Engenharia de Minas";"Integral";;"2014/2"
"20142ENGM032";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2014/2"
"20182ENGM015";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2018/2"
"20202ENGM011";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";"20202.ENGM.1";"2020/2"
"20172ENGM004";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2017/2"
"20132ENGM043";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2013/2"
"20162ENGM032";"Campus Cachoeiro de Itapemirim";"F";"Engenharia de Minas";"Integral";;"2016/2"
"20162ENGM005";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2016/2"
"20182ENGM035";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2018/2"
"20182ENGM040";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2018/2"
"20192ENGM026";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2019/2"
"20172ENGM032";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2017/2"
"20112ENGM017";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2011/2"
"20182ENGM028";"Campus Cachoeiro de Itapemirim";"F";"Engenharia de Minas";"Integral";;"2018/2"
"20192ENGM007";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2019/2"
"20162ENGM018";"Campus Cachoeiro de Itapemirim";"F";"Engenharia de Minas";"Integral";;"2016/2"
"20191ENGM004";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2019/1"
"20202ENGM012";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";"20202.ENGM.1";"2020/2"
"20172ENGM020";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2017/2"
"20192ENGM024";"Campus Cachoeiro de Itapemirim";"F";"Engenharia de Minas";"Integral";;"2019/2"
"20192ENGM023";"Campus Cachoeiro de Itapemirim";"F";"Engenharia de Minas";"Integral";;"2019/2"
"20142ENGM035";"Campus Cachoeiro de Itapemirim";"F";"Engenharia de Minas";"Integral";;"2014/2"
"20202ENGM022";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";"20202.ENGM.1";"2020/2"
"20182ENGM002";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2018/2"
"20162ENGM029";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2016/2"
"20172ENGM010";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2017/2"
"20202ENGM013";"Campus Cachoeiro de Itapemirim";"F";"Engenharia de Minas";"Integral";"20202.ENGM.1";"2020/2"
"20202ENGM032";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2020/2"
"20202ENGM028";"Campus Cachoeiro de Itapemirim";"F";"Engenharia de Minas";"Integral";"20202.ENGM.1";"2020/2"
"20192ENGM015";"Campus Cachoeiro de Itapemirim";"F";"Engenharia de Minas";"Integral";;"2019/2"
"20182ENGM037";"Campus Cachoeiro de Itapemirim";"F";"Engenharia de Minas";"Integral";;"2018/2"
"20152ENGM017";"Campus Cachoeiro de Itapemirim";"F";"Engenharia de Minas";"Integral";;"2015/2"
"20202ENGM029";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";"20202.ENGM.1";"2020/2"
"20172ENGM009";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2017/2"
"20182ENGM031";"Campus Cachoeiro de Itapemirim";"F";"Engenharia de Minas";"Integral";;"2018/2"
"20162ENGM012";"Campus Cachoeiro de Itapemirim";"F";"Engenharia de Minas";"Integral";;"2016/2"
"20202ENGM014";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";"20202.ENGM.1";"2020/2"
"20142ENGM030";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2014/2"
"20182ENGM006";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2018/2"
"20182ENGM010";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2018/2"
"20182ENGM013";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2018/2"
"20182ENGM020";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2018/2"
"20201ENGM001";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2020/1"
"20122ENGM028";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2012/2"
"20172ENGM022";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2017/2"
"20152ENGM032";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2015/2"
"20142ENGM034";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2014/2"
"20152ENGM031";"Campus Cachoeiro de Itapemirim";"F";"Engenharia de Minas";"Integral";;"2015/2"
"20202ENGM033";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2020/2"
"20202ENGM015";"Campus Cachoeiro de Itapemirim";"F";"Engenharia de Minas";"Integral";"20202.ENGM.1";"2020/2"
"20172ENGM005";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2017/2"
"20142ENGM029";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2014/2"
"20192ENGM011";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";"20201.ENGM.2";"2019/2"
"20162ENGM013";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2016/2"
"20192ENGM028";"Campus Cachoeiro de Itapemirim";"F";"Engenharia de Minas";"Integral";;"2019/2"
"20172ENGM024";"Campus Cachoeiro de Itapemirim";"F";"Engenharia de Minas";"Integral";;"2017/2"
"20192ENGM033";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2019/2"
"20182ENGM004";"Campus Cachoeiro de Itapemirim";"F";"Engenharia de Minas";"Integral";;"2018/2"
"20202ENGM016";"Campus Cachoeiro de Itapemirim";"F";"Engenharia de Minas";"Integral";"20202.ENGM.1";"2020/2"
"20152ENGM016";"Campus Cachoeiro de Itapemirim";"F";"Engenharia de Minas";"Integral";;"2015/2"
"20182ENGM019";"Campus Cachoeiro de Itapemirim";"F";"Engenharia de Minas";"Integral";;"2018/2"
"20182ENGM021";"Campus Cachoeiro de Itapemirim";"F";"Engenharia de Minas";"Integral";;"2018/2"
"20192ENGM017";"Campus Cachoeiro de Itapemirim";"F";"Engenharia de Minas";"Integral";;"2019/2"
"20142ENGM001";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2014/2"
"20202ENGM017";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";"20202.ENGM.1";"2020/2"
"20182ENGM034";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2018/2"
"20202ENGM018";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";"20202.ENGM.1";"2020/2"
"20202ENGM019";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";"20202.ENGM.1";"2020/2"
"20192ENGM013";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2019/2"
"20192ENGM031";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2019/2"
"20132ENGM008";"Campus Cachoeiro de Itapemirim";"M";"Engenharia de Minas";"Integral";;"2013/2"
"20202ENGM020";"Campus Cachoeiro de Itapemirim";"F";"Engenharia de Minas";"Integral";"20202.ENGM.1";"2020/2"
"20181ENGME022";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.6";"2018/1"
"20201ENGME028";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.2";"2020/1"
"20181ENGME035";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20201.ENGME.7";"2018/1"
"20181ENGME034";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.6";"2018/1"
"20141ENGME012";"Campus Cachoeiro de Itapemirim";"F";"Engenharia Mecânica";"Integral";"20202.ENGME.6";"2014/1"
"20191ENGME030";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";;"2019/1"
"20181ENGME030";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.6";"2018/1"
"20171ENGME026";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.6";"2017/1"
"20191ENGME020";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.2";"2019/1"
"20202ENGME001";"Campus Cachoeiro de Itapemirim";"F";"Engenharia Mecânica";"Integral";;"2020/2"
"20181ENGME001";"Campus Cachoeiro de Itapemirim";"F";"Engenharia Mecânica";"Integral";"20202.ENGME.6";"2018/1"
"20201ENGME017";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.4";"2020/1"
"20161ENGME031";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.10";"2016/1"
"20201ENGME007";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.2";"2020/1"
"20201ENGME010";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.2";"2020/1"
"20201ENGME003";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.2";"2020/1"
"20201ENGME012";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.2";"2020/1"
"20161ENGME003";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.8";"2016/1"
"20201ENGME021";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20201.ENGME.1";"2020/1"
"20201ENGME008";"Campus Cachoeiro de Itapemirim";"F";"Engenharia Mecânica";"Integral";"20202.ENGME.2";"2020/1"
"20161ENGME035";"Campus Cachoeiro de Itapemirim";"F";"Engenharia Mecânica";"Integral";"20202.ENGME.8";"2016/1"
"20191ENGME011";"Campus Cachoeiro de Itapemirim";"F";"Engenharia Mecânica";"Integral";"20202.ENGME.2";"2019/1"
"20181ENGME014";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.6";"2018/1"
"20181ENGME026";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.4";"2018/1"
"20171ENGME009";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.8";"2017/1"
"20141ENGME010";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.4";"2014/1"
"20172ENGME003";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.8";"2017/2"
"20161ENGME002";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.9";"2016/1"
"20161ENGME027";"Campus Cachoeiro de Itapemirim";"F";"Engenharia Mecânica";"Integral";"20202.ENGME.10";"2016/1"
"20191ENGME007";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.2";"2019/1"
"20181ENGME008";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.6";"2018/1"
"20191ENGME019";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.2";"2019/1"
"20201ENGME025";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.2";"2020/1"
"20171ENGME034";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.6";"2017/1"
"20161ENGME009";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.6";"2016/1"
"20151ENGME013";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.10";"2015/1"
"20201ENGME027";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.2";"2020/1"
"20191ENGME024";"Campus Cachoeiro de Itapemirim";"F";"Engenharia Mecânica";"Integral";"20202.ENGME.2";"2019/1"
"20161ENGME012";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.6";"2016/1"
"20151ENGME018";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.2";"2015/1"
"20201ENGME004";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.2";"2020/1"
"20161ENGME011";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.8";"2016/1"
"20201ENGME011";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.2";"2020/1"
"20181ENGME003";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.6";"2018/1"
"20201ENGME005";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20201.ENGME.1";"2020/1"
"20171ENGME022";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";;"2017/1"
"20191ENGME010";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.4";"2019/1"
"20122ENGME008";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";;"2012/2"
"20201ENGME014";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.2";"2020/1"
"20171ENGME028";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.8";"2017/1"
"20191ENGME018";"Campus Cachoeiro de Itapemirim";"F";"Engenharia Mecânica";"Integral";"20202.ENGME.2";"2019/1"
"20181ENGME009";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.6";"2018/1"
"20191ENGME012";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.2";"2019/1"
"20141ENGME025";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";;"2014/1"
"20171ENGME035";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.4";"2017/1"
"20201ENGME020";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.2";"2020/1"
"20181ENGME025";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.8";"2018/1"
"20181ENGME005";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.4";"2018/1"
"20191ENGME013";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.2";"2019/1"
"20181ENGME007";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.6";"2018/1"
"20201ENGME018";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.2";"2020/1"
"20201ENGME015";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.2";"2020/1"
"20181ENGME038";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.6";"2018/1"
"20161ENGME013";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.8";"2016/1"
"20191ENGME026";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.4";"2019/1"
"20191ENGME008";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.4";"2019/1"
"20201ENGME016";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.2";"2020/1"
"20171ENGME032";"Campus Cachoeiro de Itapemirim";"F";"Engenharia Mecânica";"Integral";"20202.ENGME.4";"2017/1"
"20171ENGME017";"Campus Cachoeiro de Itapemirim";"F";"Engenharia Mecânica";"Integral";"20202.ENGME.2";"2017/1"
"20171ENGME025";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.8";"2017/1"
"20191ENGME015";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";;"2019/1"
"20181ENGME028";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.6";"2018/1"
"20151ENGME023";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.8";"2015/1"
"20171ENGME007";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.8";"2017/1"
"20171ENGME019";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.8";"2017/1"
"20151ENGME014";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.8";"2015/1"
"20151ENGME033";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";;"2015/1"
"20161ENGME030";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.8";"2016/1"
"20161ENGME008";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.6";"2016/1"
"20191ENGME005";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.4";"2019/1"
"20151ENGME001";"Campus Cachoeiro de Itapemirim";"F";"Engenharia Mecânica";"Integral";"20202.ENGME.10";"2015/1"
"20171ENGME010";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.2";"2017/1"
"20122ENGME002";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.6";"2012/2"
"20201ENGME029";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.8";"2020/1"
"20191ENGME006";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.4";"2019/1"
"20201ENGME006";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.2";"2020/1"
"20161ENGME005";"Campus Cachoeiro de Itapemirim";"F";"Engenharia Mecânica";"Integral";"20202.ENGME.2";"2016/1"
"20141ENGME006";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.10";"2014/1"
"20171ENGME006";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20201.ENGME.7";"2017/1"
"20181ENGME006";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.6";"2018/1"
"20161ENGME014";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.6";"2016/1"
"20171ENGME036";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.8";"2017/1"
"20161ENGME028";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.10";"2016/1"
"20191ENGME021";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.2";"2019/1"
"20201ENGME009";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.2";"2020/1"
"20191ENGME025";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.2";"2019/1"
"20151ENGME020";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.8";"2015/1"
"20201ENGME022";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.2";"2020/1"
"20201ENGME002";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.2";"2020/1"
"20181ENGME027";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.6";"2018/1"
"20161ENGME024";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.10";"2016/1"
"20191ENGME017";"Campus Cachoeiro de Itapemirim";"F";"Engenharia Mecânica";"Integral";"20202.ENGME.4";"2019/1"
"20201ENGME032";"Campus Cachoeiro de Itapemirim";"F";"Engenharia Mecânica";"Integral";"20202.ENGME.2";"2020/1"
"20181ENGME029";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.4";"2018/1"
"20201ENGME013";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.2";"2020/1"
"20191ENGME027";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.2";"2019/1"
"20201ENGME023";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.4";"2020/1"
"20201ENGME001";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.2";"2020/1"
"20181ENGME016";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.6";"2018/1"
"20201ENGME024";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.2";"2020/1"
"20172ENGME001";"Campus Cachoeiro de Itapemirim";"F";"Engenharia Mecânica";"Integral";"20202.ENGME.6";"2017/2"
"20171ENGME001";"Campus Cachoeiro de Itapemirim";"F";"Engenharia Mecânica";"Integral";"20202.ENGME.8";"2017/1"
"20181ENGME018";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.2";"2018/1"
"20181ENGME023";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.2";"2018/1"
"20171ENGME018";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.4";"2017/1"
"20181ENGME033";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.6";"2018/1"
"20191ENGME039";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.4";"2019/1"
"20181ENGME004";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.6";"2018/1"
"20161ENGME026";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.6";"2016/1"
"20171ENGME005";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.8";"2017/1"
"20191ENGME032";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.4";"2019/1"
"20161ENGME025";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.8";"2016/1"
"20191ENGME022";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.4";"2019/1"
"20151ENGME034";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.8";"2015/1"
"20161ENGME023";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.8";"2016/1"
"20201ENGME019";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";;"2020/1"
"20191ENGME003";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.4";"2019/1"
"20151ENGME010";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.4";"2015/1"
"20191ENGME002";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.4";"2019/1"
"20191ENGME001";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.4";"2019/1"
"20122ENGME004";"Campus Cachoeiro de Itapemirim";"M";"Engenharia Mecânica";"Integral";"20202.ENGME.8";"2012/2"
